epoch, max, min, mean, standev
0, NaN, NaN, NaN, NaN
1, 2907.000000, 346.000000, 882.659091, 414.410270
2, 1295.000000, 415.000000, 853.416667, 237.792355
3, 1202.000000, 614.000000, 967.041096, 142.998003
4, 1385.000000, 856.000000, 1071.743243, 99.843859
5, 1447.000000, 682.000000, 1044.424658, 145.638052
6, 1680.000000, 553.000000, 1053.197368, 209.757766
7, 1764.000000, 531.000000, 1147.065789, 242.194321
8, 2420.000000, 530.000000, 1058.594937, 287.044155
9, 1498.000000, 510.000000, 1066.963415, 233.687004
10, 2500.000000, 567.000000, 1154.058824, 261.547107
11, 2753.000000, 554.000000, 1255.313953, 407.633580
12, 3845.000000, 518.000000, 1268.774194, 371.083172
13, 2232.000000, 576.000000, 1373.357895, 289.700466
14, 1996.000000, 614.000000, 1380.138298, 275.180629
15, 3734.000000, 860.000000, 2098.737374, 605.130406
16, 4375.000000, 563.000000, 2088.818182, 541.803985
17, 5134.000000, 953.000000, 2191.808081, 601.649954
18, 4156.000000, 937.000000, 2202.280000, 497.224521
19, 5588.000000, 1148.000000, 2298.550000, 628.543247
20, 4163.000000, 1018.000000, 2342.850000, 567.252342
21, 3902.000000, 1044.000000, 2404.200000, 565.942818
22, 5826.000000, 1175.000000, 2510.490000, 656.784261
23, 7614.000000, 1104.000000, 2586.950000, 880.280492
24, 9173.000000, 790.000000, 2765.775510, 1266.088233
25, 7289.000000, 953.000000, 2869.816327, 1240.807588
26, 11930.000000, 891.000000, 2910.171717, 1435.985781
27, 6790.000000, 1298.000000, 2959.750000, 1078.893039
28, 8252.000000, 1152.000000, 3140.160000, 1251.930507
29, 11696.000000, 1303.000000, 3101.340000, 1349.624476
30, 5748.000000, 1166.000000, 2703.310000, 1072.806126
31, 5335.000000, 879.000000, 1911.420000, 676.914422
32, 11078.000000, 721.000000, 2015.050000, 1055.583245
33, 5686.000000, 708.000000, 1914.377551, 672.463597
34, 6749.000000, 773.000000, 1938.050000, 720.304010
35, 5338.000000, 907.000000, 1941.050000, 637.671686
36, 4530.000000, 870.000000, 1978.110000, 546.293496
37, 6179.000000, 1087.000000, 2044.838384, 694.936742
38, 5470.000000, 776.000000, 2070.760000, 647.897347
39, 4709.000000, 1085.000000, 2073.530000, 561.898881
40, 5165.000000, 1109.000000, 2149.390000, 638.989289
41, 6092.000000, 595.000000, 2232.500000, 755.528145
42, 7597.000000, 1238.000000, 2188.220000, 715.316538
43, 7791.000000, 1129.000000, 2202.765306, 753.958021
44, 14244.000000, 1186.000000, 3059.454545, 1486.536670
45, 18983.000000, 1499.000000, 3943.181818, 2153.462216
46, 8765.000000, 1981.000000, 3623.890000, 1016.229344
47, 13459.000000, 1934.000000, 4063.980000, 1314.511869
48, 6005.000000, 1945.000000, 3886.100000, 795.899980
