epoch, max, min, mean, standev
0, NaN, NaN, NaN, NaN
1, 12299.000000, 3081.000000, 5761.982353, 1436.472275
2, 11395.000000, 2104.000000, 5727.140845, 1627.476463
3, 14072.000000, 2132.000000, 6172.028169, 2038.889663
4, 11493.000000, 2436.000000, 6711.722222, 1795.342584
5, 10083.000000, 2170.000000, 5508.902778, 2016.301335
6, 9442.000000, 2103.000000, 5617.513889, 1584.016841
7, 9194.000000, 2114.000000, 6263.722222, 1727.234851
8, 11998.000000, 4997.000000, 7370.527778, 1460.517861
9, 14978.000000, 2293.000000, 7474.095890, 2674.124401
10, 23758.000000, 2374.000000, 9756.743243, 3247.730643
11, 17661.000000, 2316.000000, 6004.826667, 3435.334180
12, 20502.000000, 2357.000000, 8551.840000, 4864.267624
13, 25661.000000, 2582.000000, 8425.142857, 4451.522107
14, 18413.000000, 2656.000000, 8462.428571, 4564.756004
15, 19881.000000, 2599.000000, 11084.448718, 5240.733422
16, 28145.000000, 2807.000000, 15134.333333, 5132.463913
17, 35699.000000, 3106.000000, 14201.627660, 5352.539578
18, 30328.000000, 3053.000000, 14613.438202, 5089.199694
19, 37846.000000, 3417.000000, 15338.691489, 5937.415286
20, 46790.000000, 3395.000000, 14790.473684, 6740.747547
21, 41088.000000, 3370.000000, 15968.175824, 6385.065616
22, 42096.000000, 3205.000000, 16459.892473, 8432.367913
23, 48302.000000, 3503.000000, 19274.157895, 8723.125835
24, 41563.000000, 5313.000000, 19836.083333, 7775.509295
25, 62950.000000, 5085.000000, 21054.806122, 8703.483402
26, 53391.000000, 3321.000000, 21542.257732, 9997.004650
27, 53623.000000, 3486.000000, 20289.041237, 9539.676886
