epoch, max, min, mean, standev
0, NaN, NaN, NaN, NaN
1, 10.666667, 0.000000, 1.090196, 1.977778
2, 27.333333, 0.000000, 2.779343, 4.332214
3, 25.333333, 0.000000, 5.352113, 5.335680
4, 20.000000, 0.000000, 3.981481, 4.370870
5, 30.666667, 0.000000, 6.712963, 7.694745
6, 33.333333, 0.000000, 9.314815, 9.488299
7, 39.333333, 0.000000, 17.842593, 11.800901
8, 37.333333, 0.000000, 17.796296, 10.680530
9, 40.000000, 0.000000, 13.452055, 11.481247
10, 42.666667, 0.000000, 15.828829, 10.330349
11, 40.000000, 0.000000, 11.786667, 13.495928
12, 45.333333, 0.000000, 19.671111, 15.480831
13, 40.000000, 0.000000, 13.766234, 12.732868
14, 38.666667, 0.000000, 11.766234, 12.561319
15, 35.333333, 0.000000, 12.863248, 11.365683
16, 46.000000, 0.000000, 16.436508, 11.795443
17, 46.000000, 0.000000, 18.198582, 11.307721
18, 55.333333, 0.000000, 18.359551, 12.055870
19, 52.000000, 0.000000, 20.475177, 13.039641
20, 57.333333, 0.000000, 17.410526, 13.522720
21, 56.666667, 0.000000, 21.985348, 14.137588
22, 46.666667, 0.000000, 18.716846, 12.457556
23, 50.666667, 0.000000, 24.533333, 14.201721
24, 52.000000, 0.000000, 24.090278, 14.788844
25, 55.333333, 0.000000, 24.850340, 15.471447
26, 54.666667, 0.000000, 25.532646, 14.958945
27, 50.666667, 0.000000, 26.680412, 15.185879
